date,equity,cash,gross_exposure,net_exposure,unrealized_pnl_total,realized_pnl_total,fees_paid,total_trades
2023-08-01,90554.35496924745,122248.38522577884,31694.030256531398,-31694.030256531398,-4714.711006488063,-4643.337942615314,87.59608164900247,2
2023-08-02,91122.38172745108,123015.26058411393,31892.87885666285,-31892.87885666285,-4146.5211458262265,-4643.337942615314,87.75918410718981,4
2023-08-03,91193.62160187712,123111.39415481787,31917.772552940754,-31917.772552940754,-4075.260860812043,-4643.337942615314,87.77959469533329,6
2023-08-04,91340.47055114259,123309.64637397719,31969.175822834608,-31969.175822834608,-3928.369761702129,-4643.337942615314,87.82174453978752,8
2023-08-07,91065.5308153453,122938.48724975207,31872.956434406773,-31872.956434406773,-4155.008222698142,-4691.560388927209,87.90057302916108,10
2023-08-08,91270.27514296753,123214.88814222947,31944.61299926193,-31944.61299926193,-3950.2050687906703,-4691.560388927209,87.95939931439696,12
2023-08-09,91552.58128887328,123596.00735606531,32043.42606719204,-32043.42606719204,-3667.8177877448197,-4691.560388927209,88.04053445452101,14
2023-08-10,91517.20776573724,123548.23360509498,32031.02583935774,-32031.02583935774,-3696.8893971937223,-4697.852120412223,88.05071665663446,16
2023-08-11,91628.62369389596,123698.6521554355,32070.028461539543,-32070.028461539543,-3585.4413655680464,-4697.852120412223,88.0828201235987,18
2023-08-14,91360.08199241137,123336.1326756066,31976.050683195215,-31976.050683195215,-3807.8222027853735,-4743.9358416244095,88.15996317865846,20
2023-08-15,91715.88000736915,123816.46456803648,32100.584560667332,-32100.584560667332,-3451.9220162409147,-4743.9358416244095,88.26213476535173,22
2023-08-16,92003.53540087218,124204.7955162988,32201.26011542661,-32201.26011542661,-3164.183900656233,-4743.9358416244095,88.34485684698902,24
2023-08-17,92294.13937056214,161519.22471059192,69225.08534002978,-69225.08534002978,-2865.632356204759,-4743.9358416244095,96.29243160850486,26
2023-08-18,92320.90594966995,161561.59452196368,69240.68857229373,-69240.68857229373,-2838.5802717744937,-4744.20818417858,96.30559437682388,28
2023-08-21,91537.57837705925,160190.93995577891,68653.36157871966,-68653.36157871966,-3545.204728427464,-4820.61931861436,96.5975758987782,30
2023-08-22,91679.55161788329,160439.24333594233,68759.69171805904,-68759.69171805904,-3403.178680077741,-4820.61931861436,96.65038342447392,32
2023-08-23,90746.44874682903,122509.82917011838,31763.380423289338,-31763.380423289338,-1971.4398966967537,-7177.396773208107,104.71458326597305,34
2023-08-24,91298.0999118844,159776.15103836035,68478.05112647594,-68478.05112647594,-1411.8535544115655,-7177.396773208107,112.64976049580551,36
2023-08-25,90791.12823638611,158884.58220723318,68093.45397084707,-68093.45397084707,-1893.6751582278252,-7202.357145156175,112.83946022976319,38
2023-08-28,90311.09158751549,121922.04130109672,31610.949713581227,-31610.949713581227,-1090.5770518948061,-8477.631634620593,120.69972596899713,40
2023-08-29,89737.27388703715,121145.36531567172,31408.091428634565,-31408.091428634565,-1622.7863927510316,-8519.074889155218,120.86483105647658,42
2023-08-30,89584.9733268226,120939.72590462779,31354.752577805197,-31354.752577805197,-1763.2064961417016,-8530.911652329985,120.9085247056051,44
2023-08-31,89560.89074805778,120907.20702837333,31346.316280315557,-31346.316280315557,-1783.6347829230654,-8534.551055511263,120.92341350779367,46
2023-09-01,89548.23550556313,120890.12016917819,31341.884663615052,-31341.884663615052,-1794.8797271215874,-8535.95163966279,120.93312765238049,48
2023-09-05,89596.0219581626,120954.63332223511,31358.61136407251,-31358.61136407251,-1746.2519023434354,-8536.77445736292,120.95168213093986,50
2023-09-06,89839.45715563797,121283.28614268791,31443.828987049947,-31443.828987049947,-1502.7468161875704,-8536.77445736292,121.02157081144847,52
2023-09-07,90000.11823366386,121500.17295110172,31500.054717437863,-31500.054717437863,-1342.0395576046649,-8536.77445736292,121.06775136846247,54
2023-09-08,89954.37195189286,121438.4055540257,31484.033602132837,-31484.033602132837,-1385.076938035072,-8539.47023427869,121.08087579328374,56
2023-09-11,89665.27538953781,121048.145112848,31382.869723310185,-31382.869723310185,-1652.3497129624031,-8561.211051705934,121.16384579375004,58
2023-09-12,89925.27318746921,121399.14008114483,31473.866893675615,-31473.866893675615,-1392.2772057549007,-8561.211051705934,121.23855506984154,60
2023-09-13,89846.95490028858,121293.39580690394,31446.440906615364,-31446.440906615364,-1465.1065738063526,-8566.677461316322,121.26106458864558,62
2023-09-14,89582.73534956813,120936.7125051578,31353.977155589677,-31353.977155589677,-1709.8914488174328,-8586.036397506436,121.33680410790865,64
2023-09-15,90039.92444967755,121553.9340183652,31514.009568687638,-31514.009568687638,-1252.5710182475082,-8586.036397506436,121.46813456840732,66
2023-09-18,90014.24986632053,121519.23939390067,31504.98952758014,-31504.98952758014,-1276.758519100476,-8587.51609846242,121.47551611648647,68
2023-09-19,90080.47268264636,121608.64313765071,31528.170455004358,-31528.170455004358,-1210.516689533034,-8587.51609846242,121.49452935811861,70
2023-09-20,90452.45675937025,122110.84628292982,31658.389523559563,-31658.389523559563,-838.4256481409507,-8587.51609846242,121.60149402629092,72
2023-09-21,91003.99158801528,122855.43089493157,31851.439306916298,-31851.439306916298,-286.73216271235856,-8587.51609846242,121.76015080986124,74
2023-09-22,91037.56561306232,122900.71539476566,31863.14978170334,-31863.14978170334,-253.1485324283998,-8587.51609846242,121.76975604678093,76
2023-09-25,90894.85872424509,122708.07022700059,31813.211502755497,-31813.211502755497,-393.3624530338441,-8589.968042676672,121.81078004432018,78
2023-09-26,91359.47901737073,159883.5543180652,68524.07530069447,-68524.07530069447,79.18317965236054,-8589.968042676672,129.73611960488162,80
2023-09-27,91265.48574741662,159714.62298415104,68449.13723673442,-68449.13723673442,-14.435064019632819,-8590.307000816507,129.77218774716033,82
2023-09-28,90780.59023533118,158866.1383023832,68085.548067052,-68085.548067052,-492.4956953459754,-8596.961072241287,129.95299708149523,84
2023-09-29,90838.46454689777,158967.32173499858,68128.85718810081,-68128.85718810081,-434.5563520668696,-8597.003350191822,129.97575084348398,86
2023-10-02,90567.61563662898,158493.39628285516,67925.78064622618,-67925.78064622618,-696.9451855341921,-8605.36220938139,130.0769684553646,88
2023-10-03,91617.89197277074,160331.53752472228,68713.64555195154,-68713.64555195154,353.72325408397444,-8605.36220938139,130.46907193177253,90
2023-10-04,90899.89072994297,159074.96837386323,68175.07764392026,-68175.07764392026,-354.7421993639699,-8614.630126737378,130.73694395562242,92
2023-10-05,91013.13260670332,159273.009391885,68259.87678518167,-68259.87678518167,-241.4580269729375,-8614.630126737378,130.77923958631487,94
2023-10-06,90035.68719877256,157562.66442344143,67526.97722466887,-67526.97722466887,-1186.2540504976173,-8646.91531854432,131.14343218544056,96
2023-10-09,89639.56062920441,121015.4503739539,31375.889744749504,-31375.889744749504,-727.6952685647703,-9493.82467343166,138.919428799104,98
2023-10-10,89470.97940983193,120785.83512885318,31314.855719021267,-31314.855719021267,-889.6472250251528,-9500.405093133517,138.96827200935766,100
2023-10-11,89287.57304679265,156257.50144528615,66969.9283984935,-66969.9283984935,-1065.5082346550757,-9500.405093133517,146.51362541870603,102
2023-10-12,89600.5677351568,120962.74147684342,31362.17374168663,-31362.17374168663,-350.23344064024036,-9895.178434890224,154.02038931269695,104
2023-10-13,89875.70537675863,121332.22519861316,31456.51982185453,-31456.51982185453,-75.01701986159512,-9895.178434890224,154.0991684895103,106
2023-10-16,89532.2907097919,120868.61861129812,31336.32790150623,-31336.32790150623,-412.17971976909973,-9901.331797955007,154.19777248396397,108
2023-10-17,89576.69189942375,156763.51568118116,67186.82378175741,-67186.82378175741,-360.1409025762095,-9901.331797955007,161.83540004499605,110
2023-10-18,90464.67042044926,158313.35894636047,67848.68852591122,-67848.68852591122,528.1676467737591,-9901.331797955007,162.16542836944416,112
2023-10-19,91072.63881879844,122950.042234824,31877.403416025554,-31877.403416025554,542.2390932714223,-9299.903384094589,169.69689037834198,114
2023-10-20,91498.34009979927,160126.56356760755,68628.22346780828,-68628.22346780828,975.8681693352914,-9299.903384094589,177.6246854413911,116
2023-10-23,91454.23828619113,160044.93971174138,68590.70142555024,-68590.70142555024,930.4365141753684,-9298.539020766519,177.65920721769777,118
2023-10-24,90854.07258036226,122655.09355017342,31801.020969811165,-31801.020969811165,155.5956600386089,-9115.898621111779,185.62445856457617,120
2023-10-25,91471.27899558759,123486.27634465265,32014.99734906506,-32014.99734906506,772.9796141830464,-9115.898621111779,185.80199748366658,122
2023-10-26,91968.03848994155,124156.89178676272,32188.853296821166,-32188.853296821166,1269.8824835936443,-9115.898621111779,185.94537254030524,124
2023-10-27,91963.68489532717,124150.9831552724,32187.298259945237,-32187.298259945237,1262.4690181658157,-9112.806664926076,185.97745791256258,126
2023-10-30,91582.25876847272,160273.29739854427,68691.03863007155,-68691.03863007155,888.75278824212,-9112.806664926076,193.68735484332188,128
2023-10-31,91202.16938019395,159603.87471380882,68401.70533361487,-68401.70533361487,503.93323139616234,-9107.933783164244,193.8300680379705,130
2023-11-01,90243.45394886674,157926.2550966027,67682.80114773595,-67682.80114773595,-442.94456403759466,-9119.413704196108,194.18778289956828,132
2023-11-02,88980.09864500217,155715.43636012258,66735.3377151204,-66735.3377151204,-1651.1970872398097,-9174.04595324283,194.6583145151942,134
2023-11-03,88283.37971038005,154496.0641602258,66212.68444984575,-66212.68444984575,-2304.962569158777,-9216.73994321064,194.91777725056335,136
2023-11-06,88072.0899043959,154126.20402605704,66054.11412166113,-66054.11412166113,-2501.946345874285,-9230.96725636762,194.99649336223055,138
2023-11-07,87665.74950378097,153415.1555978267,65749.40609404573,-65749.40609404573,-2875.545029506584,-9263.557608478399,195.14785823410512,140
2023-11-08,87620.48821707023,153335.8637570089,65715.37553993866,-65715.37553993866,-2917.2901907180103,-9267.05688068186,195.16471152995953,142
2023-11-09,88129.40303889086,154226.56193807052,66097.15889917966,-66097.15889917966,-2408.185857409081,-9267.05688068186,195.35422301827245,144
2023-11-10,86870.21779406571,152023.1539718544,65152.93617778867,-65152.93617778867,-3544.7963831318557,-9389.16330922242,195.82251358006937,146
2023-11-13,87002.81028393185,152254.9485987471,65252.13831481527,-65252.13831481527,-3412.154560857987,-9389.16330922242,195.87184598780286,148
2023-11-14,85667.01511222552,149917.5586366786,64250.54352445307,-64250.54352445307,-4580.1983202797755,-9556.41863368265,196.36793381210023,150
2023-11-15,85574.79064869363,149755.90118795374,64181.110539260124,-64181.110539260124,-4661.043901311843,-9567.76325096983,196.40219902475405,152
2023-11-16,85508.05567149832,149639.11090854055,64131.05523704223,-64131.05523704223,-4719.264991548938,-9576.252367028768,196.4269699240204,154
2023-11-17,85460.67958320526,149556.19787452137,64095.51829131611,-64095.51829131611,-4760.735188128938,-9582.14069488482,196.44453378102176,156
2023-11-20,84823.57519980118,148441.3955245718,63617.820324770604,-63617.820324770604,-5303.221731627473,-9676.522015667097,196.6810529042589,158
2023-11-21,85077.5949887569,148885.84900230568,63808.25401354877,-63808.25401354877,-5049.107532219266,-9676.522015667097,196.77546335674165,160
2023-11-22,84823.74255761215,148441.6028359602,63617.860278348046,-63617.860278348046,-5266.037798899781,-9713.34996859109,196.869674896975,162
2023-11-24,84849.0078366818,148485.7731919938,63636.76535531199,-63636.76535531199,-5240.000549098326,-9714.108232555418,196.88338166443845,164
2023-11-27,84934.0505574598,148634.60507268255,63700.55451522274,-63700.55451522274,-5154.926276645729,-9714.108232555418,196.91493333902102,166
2023-11-28,84818.99751698272,148433.27179275837,63614.27427577566,-63614.27427577566,-5252.8653302640905,-9731.179481166882,196.95767158629093,168
2023-11-29,84872.33009359773,148526.5891614156,63654.25906781788,-63654.25906781788,-5199.512948469284,-9731.179481166882,196.97747676606747,170
2023-11-30,84819.81196068763,114508.63860248006,29688.826641792428,-29688.826641792428,-2445.011088664559,-12530.985819540523,204.19113110726013,172
2023-12-01,84682.47243454616,148198.3536835295,63515.88124898335,-63515.88124898335,-2575.205044686078,-12530.985819540523,211.33670122721813,174
2023-12-04,85136.94425584565,114936.7269353865,29799.78267954084,-29799.78267954084,-998.930323529787,-13645.734102704984,218.39131791953534,176
2023-12-05,85102.4599004804,114888.32431136652,29785.86441088611,-29785.86441088611,-1031.6790203572655,-13647.459459091393,218.40162007089347,178
2023-12-06,85248.57196335294,115085.5836478167,29837.011684463774,-29837.011684463774,-885.525067802625,-13647.459459091393,218.44350975301413,180
2023-12-07,84926.20158894884,114650.39817611166,29724.196587162813,-29724.196587162813,-1190.0646066516188,-13665.197946167238,218.53585823225072,182
2023-12-08,84796.03335593361,114474.65486625301,29678.621510319397,-29678.621510319397,-1312.4176796725565,-13672.975853858803,218.57311053498523,184
2023-12-11,84611.50175377273,114225.54253743279,29614.040783660068,-29614.040783660068,-1484.0285889702604,-13685.843705255429,218.62595200154166,186
2023-12-12,84425.89428017521,113974.97217130946,29549.077891134257,-29549.077891134257,-1655.1899760421861,-13700.236677633999,218.67906614856625,188
2023-12-13,84027.25925026137,147051.64897604365,63024.38972578228,-63024.38972578228,-2046.821287512821,-13700.236677633999,225.6827845917759,190
2023-12-14,83953.40851660505,146918.4755673771,62965.067050772064,-62965.067050772064,-2116.3162239625976,-13704.5644000362,225.71085939609446,192
2023-12-15,83853.01011055117,146742.79906499508,62889.78895444391,-62889.78895444391,-2209.193951289327,-13712.04175388021,225.7541842792507,194
2023-12-18,83477.93535753539,146086.46592636185,62608.53056882646,-62608.53056882646,-2557.2310661025026,-13738.940528240695,225.89304812136697,196
2023-12-19,83127.49255615275,145473.1838021662,62345.69124601345,-62345.69124601345,-2879.3504090504002,-13767.1343108857,226.02272391112174,198
2023-12-20,84022.3552091946,147039.30964434295,63016.95443514835,-63016.95443514835,-1984.1561138826255,-13767.1343108857,226.3543660370506,200
2023-12-21,83356.73183248041,145874.4222075175,62517.690375037084,-62517.690375037084,-2600.776786828578,-13815.89055121957,226.60082947143195,202
2023-12-22,83247.10970063278,145682.4641975608,62435.35449692801,-62435.35449692801,-2702.121007112168,-13824.127874506039,226.64141774898923,204
2023-12-26,82924.06272347186,145117.17946252614,62193.11673905428,-62193.11673905428,-2997.5043806142094,-13851.671901976626,226.76099393728845,206
2023-12-27,82804.49360420738,144907.88901189342,62103.39540768605,-62103.39540768605,-3106.525343746198,-13862.175802675118,226.8052493712759,208
2023-12-28,82807.85009627765,144913.74109822206,62105.891001944416,-62105.891001944416,-3102.6899199744603,-13862.649057025372,226.81092672248673,210
2023-12-29,83032.05514301383,145306.14504028804,62274.089897274214,-62274.089897274214,-2878.4018204355116,-13862.649057025372,226.89397952524845,212
2024-01-02,83732.95635903123,146532.8340706344,62799.87771160315,-62799.87771160315,-2177.2406097888065,-13862.649057025372,227.15397415453347,214
2024-01-03,84314.72200172879,113826.69353716755,29511.97153543876,-29511.97153543876,-753.4846283694737,-14697.71496061961,234.07840928207673,216
2024-01-04,84438.15769247024,113991.52260927447,29553.36491680424,-29553.36491680424,-630.0139906923525,-14697.71496061961,234.11335621775504,218
2024-01-05,84400.38159701166,113940.5179442143,29540.136347202646,-29540.136347202646,-666.6182033462856,-14698.876045454002,234.12415418800512,220
2024-01-08,83877.30737869705,146789.1998870668,62911.89250836974,-62911.89250836974,-1182.7404631435807,-14698.876045454002,241.07611270529682,222
2024-01-09,83862.8641270031,146760.02633046854,62897.16220346544,-62897.16220346544,-1195.7527203230177,-14700.284045048144,241.099107625648,224
2024-01-10,83471.71863970434,146075.59055867817,62603.87191897384,-62603.87191897384,-1569.528080589105,-14717.509403415088,241.2438762913711,226
2024-01-11,83420.35891933614,145985.64198668013,62565.28306734398,-62565.28306734398,-1618.2903528069905,-14720.087766767107,241.2629610896727,228
2024-01-12,83375.57689858617,112558.88651612452,29183.309617538354,-29183.309617538354,-771.9769526136154,-15604.114925826776,248.33122297335976,230
2024-01-16,83430.55703774618,112631.25506056668,29200.698022820496,-29200.698022820496,-716.9815437057858,-15604.114925826776,248.34649272118187,232
2024-01-17,83594.02617271087,112851.94763111015,29257.921458399265,-29257.921458399265,-553.4657026073636,-15604.114925826776,248.39319885489112,234
2024-01-18,83256.19048084242,112395.88393874456,29139.693457902147,-29139.693457902147,-876.9149887459097,-15618.404857893154,248.48967251842603,236
2024-01-19,82785.49186390993,111760.45129114667,28974.959427236743,-28974.959427236743,-1317.4482852960166,-15648.435885171026,248.62396562292545,238
2024-01-22,82735.92665736497,111693.50448435542,28957.577826990455,-28957.577826990455,-1363.967018723613,-15651.468227244695,248.63809666662706,240
2024-01-23,82633.5900579881,111555.35457767338,28921.764519685275,-28921.764519685275,-1459.1131146812995,-15658.629546016284,248.66728131420209,242
2024-01-24,82537.5077711833,111425.64388935678,28888.136118173483,-28888.136118173483,-1547.3915090494338,-15666.406009975886,248.69470979127044,244
2024-01-25,82441.28020586107,111295.73434764186,28854.454141780792,-28854.454141780792,-1636.8848921511046,-15673.112812061021,248.7220899266896,246
2024-01-26,82545.53187814918,111436.47711032713,28890.945232177954,-28890.945232177954,-1532.603443237996,-15673.112812061021,248.75186655170123,248
2024-01-29,82283.1305753575,111082.2465467764,28799.115971418905,-28799.115971418905,-1772.810231711379,-15695.232549665501,248.82664326552427,250
2024-01-30,82383.13007774416,144174.41620771782,61791.286129973654,-61791.286129973654,-1665.8228551329134,-15695.232549665501,255.81451745731724,252
2024-01-31,83491.97845185937,146111.1969364459,62619.21848458653,-62619.21848458653,-556.5650311195793,-15695.232549665501,256.2239673554619,254
2024-02-01,82713.21972368241,144748.29493317,62035.07520948758,-62035.07520948758,-1306.3722517118101,-15723.896327224838,256.51169738085196,256
2024-02-02,81862.16349143548,143258.97096633157,61396.80747489609,-61396.80747489609,-2105.308686566447,-15775.701755744147,256.82606625385614,258
2024-02-05,82013.95266106931,143524.44585091152,61510.493189842215,-61510.493189842215,-1953.4635260712216,-15775.701755744147,256.88205711523045,260
2024-02-06,81986.36812853019,143476.16024658034,61489.79211805016,-61489.79211805016,-1978.0630169881658,-15778.654956996941,256.91389748463365,262
2024-02-07,81413.36002281663,142473.50152250574,61060.1414996891,-61060.1414996891,-2509.454986203644,-15820.059583282682,257.1254076969418,264
2024-02-08,81343.30469060925,142350.79949974196,61007.49480913272,-61007.49480913272,-2574.1316439371803,-15825.412350017625,257.1513154358806,266
2024-02-09,80866.58994889414,141516.6363815975,60650.04643270336,-60650.04643270336,-3008.5578125973625,-15867.524990524522,257.3272479839292,268
2024-02-12,80998.50120091994,141747.40871962838,60748.90751870844,-60748.90751870844,-2876.5978113359497,-15867.524990524522,257.3759972195474,270
2024-02-13,81890.26901151403,143308.15851100022,61417.889499486184,-61417.889499486184,-1984.5005117154064,-15867.524990524522,257.7054862459856,272
2024-02-14,81276.32998335677,142233.707287696,60957.377304339214,-60957.377304339214,-2552.993613339294,-15912.74429219268,257.9321111111917,274
2024-02-15,80975.16327236625,141706.59353467185,60731.43026230559,-60731.43026230559,-2829.7618020090504,-15937.031768950648,258.043156673977,276
2024-02-16,81401.57808316735,142452.85528601194,61051.27720284459,-61051.27720284459,-2403.189436082603,-15937.031768950648,258.2007117993312,278
2024-02-20,81799.8956830895,143149.90279998863,61350.00711689913,-61350.00711689913,-2004.7246602302216,-15937.031768950648,258.3478877295709,280
2024-02-21,81894.8235934739,143315.96705780303,61421.14346432913,-61421.14346432913,-1909.7615743659524,-15937.031768950648,258.3830632094359,282
2024-02-22,80359.61992754084,140629.66419399017,60270.04426644933,-60270.04426644933,-3297.2652388196593,-16084.165490431182,258.9493432082762,284
2024-02-23,80427.54951562211,140748.23010942282,60320.6805938007,-60320.6805938007,-3229.310570133185,-16084.165490431182,258.9744238134529,286
2024-02-26,80553.84721740845,140969.2550974862,60415.40788007775,-60415.40788007775,-3102.9663344464616,-16084.165490431182,259.0209577138502,288
2024-02-27,80425.0257525861,140743.8224817147,60318.79672912862,-60318.79672912862,-3219.6968739413296,-16096.208895389735,259.06847808278354,290
2024-02-28,80625.39393709885,141094.48585710436,60469.091920005514,-60469.091920005514,-3019.254653577291,-16096.208895389735,259.14251393407136,292
2024-02-29,80250.71236933202,108340.27830646845,28089.56593713643,-28089.56593713643,-1563.7813099389273,-17919.461973939568,266.0443467894194,294
2024-03-01,79907.28652371246,107874.86403271208,27967.577508999617,-27967.577508999617,-1875.6095697876976,-17950.961497768953,266.14240873080945,296
2024-03-04,79972.16034376483,107962.42196196021,27990.261618195378,-27990.261618195378,-1810.7172770389932,-17950.961497768953,266.1608814271573,298
2024-03-05,80363.12658918052,108490.25222065374,28127.12563147321,-28127.12563147321,-1419.6396544035445,-17950.961497768953,266.2722586469055,300
2024-03-06,80203.44799624167,108274.66705155437,28071.2190553127,-28071.2190553127,-1567.254738424669,-17962.979570315933,266.3176950176743,302
2024-03-07,79850.98810257307,107798.86163955572,27947.873536982646,-27947.873536982646,-1887.378046684959,-17995.215915759785,266.4179349821215,304
2024-03-08,80136.494758908,108184.2914711082,28047.796712200197,-28047.796712200197,-1601.790064816275,-17995.215915759785,266.49926051588614,306
2024-03-11,80193.84005650473,140343.0394312187,60149.199374713964,-60149.199374713964,-1537.6659575289532,-17995.215915759785,273.2780702064646,308
2024-03-12,79438.9204851056,139018.27219290292,59579.35170779732,-59579.35170779732,-2242.47607174998,-18045.04633929435,273.55710384999094,310
2024-03-13,79714.4788682776,139500.40251650458,59785.923648226984,-59785.923648226984,-1966.8159555291663,-18045.04633929435,273.6588368988311,312
2024-03-14,79848.89016910738,139735.58635956867,59886.69619046129,-59886.69619046129,-1832.355080834228,-18045.04633929435,273.70841076398426,314
2024-03-15,80410.22406182453,140718.01478305916,60307.79072123463,-60307.79072123463,-1270.8139320804664,-18045.04633929435,273.91566680059026,316
2024-03-18,79943.25185075482,139900.79203212904,59957.54018137422,-59957.54018137422,-1714.7030392171046,-18067.957197597123,274.08791243087967,318
2024-03-19,79701.87685943223,139478.33094679497,59776.454087362734,-59776.454087362734,-1941.7483641243339,-18082.197959914338,274.17681652902576,320
2024-03-20,79070.82538523752,138374.07845685282,59303.253071615305,-59303.253071615305,-2525.884798189946,-18128.880483177898,274.4093333945743,322
2024-03-21,78832.42965737359,137956.80305045363,59124.37339308004,-59124.37339308004,-2744.9792922836596,-18148.09386145193,274.4971888907392,324
2024-03-22,78854.6420887319,137995.6327572333,59140.990668501414,-59140.990668501414,-2721.6299186966253,-18149.211919423775,274.5160731476329,326
2024-03-25,79043.58349820247,138326.31136396594,59282.727865763474,-59282.727865763474,-2532.6188512328686,-18149.211919423775,274.5857311408232,328
2024-03-26,79194.24785418347,138589.9666654572,59395.718811273735,-59395.718811273735,-2381.898932061664,-18149.211919423775,274.6412943310418,330
